componentTypeName,componentTypeId,specTypeId,specTypeName,units,valueType,specCategory,description,min,max,options,alternateNames,alternateUnits
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,9b4c34ff-476c-467e-940f-65e5ab362ec7,Airflow Rate,CFM,NUMERIC,PRIMARY_SIZE,The volume of air passing through the heat exchanger per unit time,,,[],"[""Flow Rate"",""Air Volume""]","[""m³/h"",""L/s""]"
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,c057c72f-ec9c-4f56-a689-6d037126c40e,Face Dimensions,in,NUMERIC,UNKNOWN,Face Dimensions,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,5ccc10e0-534a-4bc5-9681-5c4b8e5d3467,Face Velocity,ft/min,NUMERIC,UNKNOWN,Face Velocity,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,9379f4e8-3a06-4d56-bfd5-d180e05f5c0e,Frost Threshold Temperature,°F,NUMERIC,UNKNOWN,Frost Threshold Temperature,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,afeef284-1d0a-43f2-9011-2a63f5509253,Heat Transfer Rate,BTU/h,NUMERIC,UNKNOWN,Heat Transfer Rate,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,d827c1bb-533d-4fc7-942a-9b7d7d5a5cae,Maximum Operating Temperature,°F,NUMERIC,UNKNOWN,Maximum Operating Temperature,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,be408172-72c4-4afc-8d52-fabace06ffc7,Plate Spacing,in,NUMERIC,UNKNOWN,Plate Spacing,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,eb628367-1292-484c-9dc3-b65f72e875db,Temperature Approach,°F,NUMERIC,UNKNOWN,Temperature Approach,,,,[],[]
Fixed-Plate Air-to-Air Heat Exchangers,15e66331-9e58-4cca-b698-d0bcde9d4e11,e9af2cf0-cbfa-4e52-addd-5ef4017e46fd,Thermal Effectiveness,%,NUMERIC,UNKNOWN,Thermal Effectiveness,,,,[],[]
Flexible Duct Connectors,54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,d0f78902-343c-42b4-8bb8-023e166d8b69,Diameter,in,NUMERIC,PRIMARY_SIZE,The diameter or cross-sectional dimension of the flexible duct connector,,,[],"[""Size"",""Connector Size""]","[""mm""]"
Flexible Duct Connectors,54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,ddbf922e-e7c1-4a48-9999-27194c7edaa2,Length,in,NUMERIC,UNKNOWN,Length,,,,[],[]
Flexible Duct Connectors,54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,f14783a8-5ae4-4625-974b-5e83c9302c06,Material Flexibility,degrees,NUMERIC,UNKNOWN,Material Flexibility,,,,[],[]
Flexible Duct Connectors,54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,c65d8125-fe7f-4772-8876-1dc002b5cc9a,Material Thickness,in,NUMERIC,UNKNOWN,Material Thickness,,,,[],[]
Flexible Duct Connectors,54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,d7832605-32f5-409a-ad05-93248ec69c29,Maximum Temperature Rating,°F,NUMERIC,UNKNOWN,Maximum Temperature Rating,,,,[],[]
Flexible Duct Connectors,54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,b9d3a4c0-5f7a-4db2-a831-782012cd2b99,Movement Allowance,in,NUMERIC,UNKNOWN,Movement Allowance,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,3d08aa7a-08c0-42bf-9fa1-ba77436d27d6,Diameter,in,NUMERIC,UNKNOWN,Diameter,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,de71e1ce-2e46-4772-9542-b88c47297629,Diameter,in,NUMERIC,PRIMARY_SIZE,The internal diameter of the flexible duct that determines airflow capacity and connection compatibility with rigid ductwork and HVAC components,,,[],"[""Duct Diameter"",""Nominal Diameter""]","[""mm""]"
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,c5682f25-3c43-4cc6-861c-7bc8229a1570,Flame Spread Index,dimensionless,NUMERIC,UNKNOWN,Flame Spread Index,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,c12d6fb8-19a5-4fbf-8e26-ec73fc2a3e73,Insulation R-Value,ft²·°F·h/BTU,NUMERIC,UNKNOWN,Insulation R-Value,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,d27b8a36-3c23-4e9f-a652-e639db476364,Length,ft,NUMERIC,UNKNOWN,Length,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,abbee71f-2b0a-4862-939a-472d23daaf81,Minimum Bend Radius,in,NUMERIC,UNKNOWN,Minimum Bend Radius,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,552dfeb6-915b-4d1b-9056-0c09d4339ead,Smoke Developed Index,dimensionless,NUMERIC,UNKNOWN,Smoke Developed Index,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,b58c14e2-e03b-40de-bede-f5721160122d,Temperature Range,°F,NUMERIC,UNKNOWN,Temperature Range,,,,[],[]
Flexible Ducts,0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,f2586a6c-9194-4138-831c-b5f662c04bd3,Wall Thickness,in,NUMERIC,UNKNOWN,Wall Thickness,,,,[],[]
Flood Lighting,923dbbda-c690-45c8-9237-e37cf2132292,953209fc-ae04-4883-850e-4b0db9090790,IP Rating,IP,NUMERIC,UNKNOWN,IP Rating,,,,[],[]
Flood Lighting,923dbbda-c690-45c8-9237-e37cf2132292,6a61d065-0bd8-4925-9bc3-565383910f35,Operating Voltage,V,NUMERIC,UNKNOWN,Operating Voltage,,,,[],[]
Flood Lighting,923dbbda-c690-45c8-9237-e37cf2132292,ad87b277-1209-465a-9e8f-22c010a65c0d,Throw Distance,ft,NUMERIC,UNKNOWN,Throw Distance,,,,[],[]
Flood Lighting,923dbbda-c690-45c8-9237-e37cf2132292,f20c66c7-18be-4530-9a02-526e297a826d,Wattage,W,NUMERIC,UNKNOWN,Wattage,,,,[],[]
Flood Lighting,923dbbda-c690-45c8-9237-e37cf2132292,63e432ad-7bbf-4149-bd4d-847da52e6206,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption rating of the flood light fixture, which directly correlates to its light output capacity and is the primary factor in determining cost and performance.",,,[],"[""Power"",""Lamp Wattage""]","[""kW""]"
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,e89d4ab6-eeee-42b1-bb2e-5ad449984af8,Air Flow,CFM,NUMERIC,UNKNOWN,Air Flow,,,,[],[]
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,21473606-28ff-4c16-bbb5-9f8d5c95430d,Cooling Capacity,kW,NUMERIC,UNKNOWN,Cooling Capacity,,,,[],[]
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,945fc0bd-165e-4773-91c4-3ae4deb235af,Heat Rejection,kW,NUMERIC,UNKNOWN,Heat Rejection,,,,[],[]
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,7568894e-67aa-41b9-a845-704c6e286dc0,Noise Level,dBA,NUMERIC,UNKNOWN,Noise Level,,,,[],[]
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,0c0d5b4e-a5a7-491f-afd5-55b785985010,Physical Dimensions,mm,NUMERIC,UNKNOWN,Physical Dimensions,,,,[],[]
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,4cdd6ee9-897d-417c-a772-98e7a176d9a9,Power Capacity,kVA,NUMERIC,PRIMARY_SIZE,The maximum electrical power handling capability of the floor-mounted PDU,,,[],"[""Rated Capacity"",""kVA Rating""]","[""kW"",""VA""]"
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,abb31e35-03ad-43ef-a0a4-c51b44b21702,Power Output,kW,NUMERIC,UNKNOWN,Power Output,,,,[],[]
Floor-Mounted PDUs,bf64c3d3-321f-4f61-af41-55514df23d1b,d6d7ff31-6341-4b4b-9eca-26aa0e114774,Weight,kg,NUMERIC,UNKNOWN,Weight,,,,[],[]
Floor Registers and Grilles,f6864bed-5b2e-4ddc-8fd9-e543a8ab2b2f,dbf18076-d895-45f2-ad7b-801505f5f1c3,Deflection Angle,degrees,NUMERIC,UNKNOWN,Deflection Angle,,,,[],[]
Floor Registers and Grilles,f6864bed-5b2e-4ddc-8fd9-e543a8ab2b2f,2e1542ba-05dd-462d-a688-c0e7ec493053,Face Dimensions,in,NUMERIC,UNKNOWN,Face Dimensions,,,,[],[]
Floor Registers and Grilles,f6864bed-5b2e-4ddc-8fd9-e543a8ab2b2f,66ab9c49-6735-4add-9b5e-6eaac61eb13c,Mounting Depth,in,NUMERIC,UNKNOWN,Mounting Depth,,,,[],[]
Floor Registers and Grilles,f6864bed-5b2e-4ddc-8fd9-e543a8ab2b2f,4312bc15-3032-44e7-b3d8-5dd497d0e06e,Neck Size,inches,NUMERIC,PRIMARY_SIZE,"The dimension of the connection point to the ductwork, typically measured as the diameter for round connections or length x width for rectangular connections",,,[],"[""Duct Connection Size"",""Nominal Size""]","[""mm""]"
Fluorescent Classified Location Lighting,54b9645b-cc39-4592-b0e9-3cb16aeef360,61b2796c-288f-48c2-8c31-0c4fbed004de,Ballast Factor,BF,NUMERIC,UNKNOWN,Ballast Factor,,,,[],[]
Fluorescent Classified Location Lighting,54b9645b-cc39-4592-b0e9-3cb16aeef360,7c69e74f-1b39-4470-90f5-a8e3c949142a,Ingress Protection Rating,IP,NUMERIC,UNKNOWN,Ingress Protection Rating,,,,[],[]
Fluorescent Classified Location Lighting,54b9645b-cc39-4592-b0e9-3cb16aeef360,8b80bc42-ed9e-4f07-8665-29c4f1be9436,Wattage,W,NUMERIC,PRIMARY_SIZE,The electrical power consumption of the fluorescent classified location lighting fixture,,,[],"[""Power Consumption"",""Fixture Wattage""]","[""kW""]"
Fluorescent Exterior Lighting,20ae0472-082a-4566-8e73-1559afbcd725,2bac2416-6d3e-469a-89d7-38dbf984b653,Efficacy,lm/W,NUMERIC,UNKNOWN,Efficacy,,,,[],[]
Fluorescent Exterior Lighting,20ae0472-082a-4566-8e73-1559afbcd725,3ff4bba5-c644-42e4-96b6-d7dbe88d383d,IP Rating,IP,NUMERIC,UNKNOWN,IP Rating,,,,[],[]
Fluorescent Exterior Lighting,20ae0472-082a-4566-8e73-1559afbcd725,e998b614-2c64-4c10-b552-974efce76cac,Mounting Height,ft,NUMERIC,UNKNOWN,Mounting Height,,,,[],[]
Fluorescent Exterior Lighting,20ae0472-082a-4566-8e73-1559afbcd725,a0c2822b-514b-44ce-b997-2efcb7f8f2d2,Operating Temperature Range,°C,NUMERIC,UNKNOWN,Operating Temperature Range,,,,[],[]
Fluorescent Exterior Lighting,20ae0472-082a-4566-8e73-1559afbcd725,9cd29ba3-3cd3-4b60-b00d-c0e51a9674b5,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the fluorescent exterior lighting fixture, indicating the energy usage and light output capacity",,,[],"[""Power Consumption"",""Power Rating""]","[""kW""]"
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,792865a7-6aa7-4a97-8c2b-bad3f483bc7d,Ballast Factor,BF,NUMERIC,UNKNOWN,Ballast Factor,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,8e29ac8f-390d-40ba-918e-44e256bae1c6,Lamp Diameter,mm,NUMERIC,UNKNOWN,Lamp Diameter,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,0858fe58-6f04-4d49-8977-03032b7f7266,Lamp Length,mm,NUMERIC,UNKNOWN,Lamp Length,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,a4a0f27c-32a3-4473-af11-ce791fd82c79,Lamp Life,hours,NUMERIC,UNKNOWN,Lamp Life,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,06fbbb8d-1f6c-4cb5-9766-0e3737739a04,Lamp Power,W,NUMERIC,UNKNOWN,Lamp Power,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,7d02e7d1-cd0b-4230-a587-3b96e3e8b5fc,Light Output Ratio,%,NUMERIC,UNKNOWN,Light Output Ratio,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,e832bb27-d03f-4c13-b1c8-6a9378901098,Operating Frequency,Hz,NUMERIC,UNKNOWN,Operating Frequency,,,,[],[]
Fluorescent Interior Lighting,e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,7920ac2d-d260-4906-a6b2-fb1158b76bfd,Wattage,W,NUMERIC,PRIMARY_SIZE,"The electrical power consumption of the fluorescent lighting fixture, which directly relates to its light output and energy usage",,,[],"[""Power"",""Lamp Wattage""]","[""watts"",""kW"",""kilowatts""]"
Foam Fire-Extinguishing Systems,dfb7b685-f860-4e4b-adf0-fbc8f72c56df,020cb2e0-e8c9-4de9-8a84-850a45d73de8,Flow Rate,GPM,NUMERIC,PRIMARY_SIZE,The maximum rate at which foam solution can be delivered by the system,,,[],"[""Foam Solution Discharge Rate"",""System Flow Capacity""]","[""L/min"",""m³/hr""]"
Foam Fire-Extinguishing Systems,dfb7b685-f860-4e4b-adf0-fbc8f72c56df,cd48b5dd-062e-4b20-8863-3f47d21f2e66,Foam Concentration,%,NUMERIC,UNKNOWN,Foam Concentration,,,,[],[]
Foam Fire-Extinguishing Systems,dfb7b685-f860-4e4b-adf0-fbc8f72c56df,e93f79fc-df9b-49b3-9693-44463294e2e8,Foam Discharge Rate,GPM,NUMERIC,UNKNOWN,Foam Discharge Rate,,,,[],[]
Foam Fire-Extinguishing Systems,dfb7b685-f860-4e4b-adf0-fbc8f72c56df,a3f68214-4116-494b-b072-c8608ca956cd,Foam Expansion Ratio,ratio,NUMERIC,UNKNOWN,Foam Expansion Ratio,,,,[],[]
Foam Fire-Extinguishing Systems,dfb7b685-f860-4e4b-adf0-fbc8f72c56df,d0d1cbe1-5624-4b69-aa5b-53adc9267810,Proportioning Rate,%,NUMERIC,UNKNOWN,Proportioning Rate,,,,[],[]
Foam Fire-Extinguishing Systems,dfb7b685-f860-4e4b-adf0-fbc8f72c56df,5963d117-fffa-4cef-9a79-04538bac8609,Tank Capacity,gal,NUMERIC,UNKNOWN,Tank Capacity,,,,[],[]
Forced-Draft Cooling Towers,9ee41e42-2d7c-4e12-8180-d031625fa70a,ff385f44-efa0-4759-814f-d6928929f059,Cooling Capacity,Tons,NUMERIC,PRIMARY_SIZE,"The amount of heat energy that the cooling tower can remove from water, which is the primary factor in determining the size and cost of a forced-draft cooling tower",,,[],"[""Heat Rejection Capacity"",""Tower Capacity""]","[""BTU/h"",""kW"",""MBH""]"
Forced-Draft Cooling Towers,9ee41e42-2d7c-4e12-8180-d031625fa70a,78f4776b-f5f2-4fc9-a907-1ddfd419b82d,Design Wet Bulb Temperature,°F,NUMERIC,UNKNOWN,Design Wet Bulb Temperature,,,,[],[]
Forced-Draft Cooling Towers,9ee41e42-2d7c-4e12-8180-d031625fa70a,99c5b994-3f87-4669-a990-fd5c38c2677a,Inlet Water Temperature,°F,NUMERIC,UNKNOWN,Inlet Water Temperature,,,,[],[]
Forced-Draft Cooling Towers,9ee41e42-2d7c-4e12-8180-d031625fa70a,1d866ef9-f4b0-4532-9852-4dc3cfe04bbd,Outlet Water Temperature,°F,NUMERIC,UNKNOWN,Outlet Water Temperature,,,,[],[]
Forced-Draft Cooling Towers,9ee41e42-2d7c-4e12-8180-d031625fa70a,a617efc1-daba-4f89-80df-fcac298dcee1,Sound Pressure Level,dBA,NUMERIC,UNKNOWN,Sound Pressure Level,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,c64d704e-d863-4a3d-a2b8-4daeca106fb9,Capacity,gal,NUMERIC,PRIMARY_SIZE,The maximum volume of fuel oil that can be stored in the tank,,,[],"[""Tank Capacity"",""Storage Capacity"",""Volume""]","[""L"",""m³""]"
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,b4a325d5-1496-4715-b00c-c62c784aafaf,Corrosion Allowance,in,NUMERIC,UNKNOWN,Corrosion Allowance,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,aa4a5dd0-27fd-41ae-b4e5-a917860e70de,Fill Rate,GPM,NUMERIC,UNKNOWN,Fill Rate,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,32a9484d-3cd4-4d43-9686-8fe22ade400c,Leak Detection Threshold,gal/hr,NUMERIC,UNKNOWN,Leak Detection Threshold,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,f6840cba-81fa-4667-94df-ea6e0ff98f53,Maximum Pressure Rating,PSI,NUMERIC,UNKNOWN,Maximum Pressure Rating,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,dff2f1f8-4fe2-4b7c-b396-7d3542f84b06,Overfill Capacity,%,NUMERIC,UNKNOWN,Overfill Capacity,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,3850df80-fc5f-499f-b7ef-35eedc5ab5cb,Tank Diameter,in,NUMERIC,UNKNOWN,Tank Diameter,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,8d7fd3de-25c9-4456-b45d-15c73aa0a10f,Tank Length,ft,NUMERIC,UNKNOWN,Tank Length,,,,[],[]
Fuel Oil Storage Tanks,02a2ead6-9e83-4757-b3e5-4dbd5b4f65d8,27beb844-d0bb-4a03-8aa2-e6b5a5f56439,Wall Thickness,in,NUMERIC,UNKNOWN,Wall Thickness,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,4473f805-bb26-47c4-9619-1636fda04b11,Flow Rate,GPM,NUMERIC,PRIMARY_SIZE,The volume of fuel oil that the system can deliver per unit of time,,,[],"[""Fuel Flow"",""Delivery Rate""]","[""GPH"",""LPM"",""LPH""]"
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,4ac7d759-806c-41de-bf4a-9c342abcd039,Fuel Consumption,gal/h,NUMERIC,UNKNOWN,Fuel Consumption,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,e465cd47-ca02-4fc4-8e13-13ffacaf9ce1,Heating Value,BTU/gal,NUMERIC,UNKNOWN,Heating Value,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,0649541f-b86c-4436-b358-d220e5a23670,Operating Temperature,°F,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,462970ee-dd31-494b-8fdd-95bbea29b571,Power Rating,HP,NUMERIC,UNKNOWN,Power Rating,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,b6e87b36-a8bf-4d5a-8562-32e8f6e266a9,Pressure Rating,PSI,NUMERIC,UNKNOWN,Pressure Rating,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,940400b3-1b4f-47f2-b875-634425e2f39f,Pump Capacity,GPM,NUMERIC,UNKNOWN,Pump Capacity,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,7e4e0cb8-5063-49ee-b9f9-7b633773911c,Storage Capacity,gal,NUMERIC,UNKNOWN,Storage Capacity,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,0aab91d8-0cbe-433f-a5bd-8160c07e7f10,Thermal Efficiency,%,NUMERIC,UNKNOWN,Thermal Efficiency,,,,[],[]
Fuel Oil Systems,2586634b-8f26-4e06-b679-6c236ecd5b59,11ad6688-aef9-4b32-a15a-6dddd75c6881,Viscosity,cSt,NUMERIC,UNKNOWN,Viscosity,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,620d8182-bc67-4641-9f3d-acce0d2eec07,Capacity,GPM,NUMERIC,PRIMARY_SIZE,The flow rate capacity of the fuel oil transfer pump,,,[],"[""Flow Rate"",""GPM""]","[""L/min"",""m³/h""]"
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,b102ba58-bcee-4904-942a-dfb895074b7c,Discharge Pressure,PSI,NUMERIC,UNKNOWN,Discharge Pressure,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,b8b209a7-e065-43e3-9ed0-3c72987663ff,Efficiency,%,NUMERIC,UNKNOWN,Efficiency,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,c634dc48-2708-4d72-a1d4-09ef2e8aa528,Fluid Temperature,°F,NUMERIC,UNKNOWN,Fluid Temperature,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,9a6bd637-dfc8-46b5-ad7f-268afcc8c580,Motor Power,HP,NUMERIC,UNKNOWN,Motor Power,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,8bb74bc1-c193-429c-b8ca-e4e4a8f74bc1,NPSH Required,ft,NUMERIC,UNKNOWN,NPSH Required,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,9c0a9910-e81b-4bfa-b501-ccb3b661b547,Phase,Single,NUMERIC,UNKNOWN,Phase,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,8df23a56-d3d4-40bc-83ce-122657edb8d6,Speed,RPM,NUMERIC,UNKNOWN,Speed,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,3dd1f7ad-4d7c-4211-bc86-8bddbcb75571,Suction Pressure,PSI,NUMERIC,UNKNOWN,Suction Pressure,,,,[],[]
Fuel Oil Transfer Pumps,87a18552-c211-4f96-b7f5-352b1fe35aac,e9875c5d-ba44-4aad-946b-fbf10fff7133,Voltage,V,NUMERIC,UNKNOWN,Voltage,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,31071003-5d3e-41b9-b259-5d9f1d4b57a4,Electrical Output,V,NUMERIC,UNKNOWN,Electrical Output,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,8e78c11d-5076-4d13-a6a6-dce3914d118c,Exhaust Flow Rate,m³/h,NUMERIC,UNKNOWN,Exhaust Flow Rate,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,dfbe5615-8718-49ea-ae0e-116c71e29b4c,Exhaust Temperature,°C,NUMERIC,UNKNOWN,Exhaust Temperature,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,f1df13c7-2ab1-4e22-bfd3-d9e117bdb972,Fuel Consumption Rate,m³/h,NUMERIC,UNKNOWN,Fuel Consumption Rate,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,1c28a74a-b8aa-429c-84e7-ea98a2665bf8,Fuel Pressure,kPa,NUMERIC,UNKNOWN,Fuel Pressure,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,3a0195aa-3cff-43be-b1b9-0a145bb74128,Heat Recovery Rate,BTU/h,NUMERIC,UNKNOWN,Heat Recovery Rate,,,,[],[]
Gas-Engine-Driven Generator Sets,ea9e8dec-5253-4ff7-a543-7b47803d6119,52912045-e1d7-46b0-9a1a-a6b424231f35,Power Output,kW,NUMERIC,PRIMARY_SIZE,"The electrical power output capacity of the gas-engine-driven generator set, which determines its ability to supply electrical loads",,,[],"[""Capacity"",""Generator Output"",""Electrical Output""]","[""kVA"",""MVA"",""MW""]"
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,80c1a4a2-d90d-4b08-9128-8ab90322c420,Fuel Input,BTU/h,NUMERIC,UNKNOWN,Fuel Input,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,6bf47366-4d12-48b0-be2c-d47b8c075764,Gas Pressure,inWC,NUMERIC,UNKNOWN,Gas Pressure,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,1a86d4cd-a837-4582-b646-5a50ff61e59b,Recovery Rate,GPH,NUMERIC,UNKNOWN,Recovery Rate,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,cf72e6cd-6ede-4168-93b8-f01d5d676b31,Standby Heat Loss,BTU/h,NUMERIC,UNKNOWN,Standby Heat Loss,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,29473278-0ed6-487b-a64f-6e500c07060a,Storage Capacity,gal,NUMERIC,PRIMARY_SIZE,The volume of water the water heater can store and heat at one time,,,[],"[""Tank Capacity"",""Volume""]","[""L""]"
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,988716ae-4496-4bdb-bcfc-7308313e556b,Thermal Efficiency,%,NUMERIC,UNKNOWN,Thermal Efficiency,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,cce21828-bb73-4481-984c-0084626f1365,Vent Diameter,in,NUMERIC,UNKNOWN,Vent Diameter,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,6c846ca3-292e-4bce-8a1c-817cc54b2bd2,Water Connections,NPT,NUMERIC,UNKNOWN,Water Connections,,,,[],[]
Gas-Fired Water Heaters,18d25db1-7296-4141-91f9-3ab7e83168fb,3f8bde02-ef90-4150-9bc5-3a3a40ce4a60,Water Temperature Rise,°F,NUMERIC,UNKNOWN,Water Temperature Rise,,,,[],[]
Gas-Phase Air Filtration,f499f15e-59b4-445d-89b6-58d3111fd3bc,040545c0-1dfc-48a1-a2e9-29b21d5e8368,Adsorption Capacity,kg/kg,NUMERIC,UNKNOWN,Adsorption Capacity,,,,[],[]
Gas-Phase Air Filtration,f499f15e-59b4-445d-89b6-58d3111fd3bc,9b0706ea-67bd-4258-94ee-5861e817b1b0,Airflow Capacity,CFM,NUMERIC,PRIMARY_SIZE,The maximum amount of air that can be processed through the gas-phase filtration system,,,[],"[""Flow Rate"",""Air Volume""]","[""m³/h"",""L/s""]"
